1,23.0,66.8,103
2,23.6,78.5,113
3,26.9,68.1,109
4,30.2,61.5,113
5,27.9,69.2,137
6,28.9,57.0,143
7,33.0,61.9,129
8,31.5,48.5,137
9,28.8,49.0,127
10,30.2,53.8,112
11,27.2,53.7,115
12,25.8,48.0,120
13,25.6,43.8,96
14,19.5,40.2,105
15,18.0,31.8,57
16,18.3,33.3,86
17,15.4,32.6,74
18,16.2,38.4,68
19,12.1,33.5,71
20,9.6,22.0,51
21,14.2,31.8,72
22,10.0,28.1,82
23,10.2,26.8,100
24,7.2,33.9,86
25,9.3,37.0,91
26,11.4,37.8,101
27,10.0,30.7,123
28,14.4,35.4,123
29,14.2,40.9,119
30,16.6,46.6,133
